張斯綱,臺北市
黃郁芬,臺北市
鍾佩玲,臺北市
林杏兒,臺北市
陳賢蔚,臺北市
王芝安,臺北市
許家銘,嘉義市
鄭智仁,嘉義市
凌子楚,嘉義市
徐書慧,臺北市
陳又新,臺北市
蕭筱臻,臺北市
蕭新晟,臺北市
吳曉東,臺北市
黃成峻,桃園市
李承龍,臺北市
徐巧芯,臺北市
吳崢,臺北市
葉智遠,臺北市
王振鴻,臺北市
邱威傑,臺北市
游藝,臺北市
史雪燕,南投縣
莊豐安,嘉義市
許明對,嘉義市
吳卷霖,嘉義市
林亮君,臺北市
陳怡君,臺北市
楊仟慧,臺北市
許菡芸,臺北市
曾勁元,臺北市
楊時睿,臺北市
張秀葉,臺北市
陳婕瑄,臺北市
伍大辰,臺北市
蔡宜珊,臺北市
耿葳,臺北市
林穎孟,臺北市
李柏毅,臺北市
鄭建炘,臺北市
蕭瑞麟,臺北市
羅智強,臺北市
李克焜,臺北市
苗博雅,臺北市
鍾沛君,臺北市
林逸萍,臺北市
李志恒,臺北市
陳偉杰,新北市
呂鈞鴻,新北市
林一郎,新北市
唐聖捷,新北市
施嘉榮,新北市
張志宏,新北市
張中韋,新北市
林麗容,新北市
張舒婷,新北市
黃偉榮,新北市
林永鴻,新北市
陳志明,新北市
王威元,新北市
彭佳芸,新北市
謝秀蓉,桃園市
彭盛韶,新北市
戴瑋姍,新北市
阮橋本,新北市
丁睿昇,新北市
張維倩,新北市
張祐銓,新北市
張志豪,新北市
蘇泓欽,新北市
廖宜琨,新北市
曾進益,新北市
江怡臻,新北市
曾柏瑜,新北市
唐慧琳,新北市
黃智姍,新北市
張錦豪,新北市
李忠寶,新北市
廖先翔,新北市
唐瓔庭,新北市
蘇錦雄 Paylang．Caya,新北市
達佶祐．卡造Takiyo．Kacaw,新北市
馬見Lahuy．Ipin,新北市
簡智翔,桃園市
黃永鎮,桃園市
李柏瑟,桃園市
黃家齊,桃園市
余信憲,桃園市
邱德順,桃園市
陳雅倫,桃園市
聶哲淵,桃園市
段樹文,桃園市
蘇世岳,桃園市
鄭志宏,新北市
朱珍瑤,桃園市
王淑惠,桃園市
褚春來,桃園市
吳凱琳,桃園市
葉建宜,桃園市
江慶人,桃園市
吳嘉和,桃園市
張曉昀,桃園市
劉邦德,桃園市
謝柏寬,桃園市
歐陽霆,桃園市
吳禹寰,臺南市
黃朱秀娥,桃園市
張鑑輝,桃園市
涂權吉,桃園市
鄭淑方,桃園市
陳儀桓,桃園市
彭聖富,桃園市
羅中隆,桃園市
陳姿伶 Amuy．Muwakay,桃園市
張秀菊,桃園市
洪國彰,桃園市
蘇佐揚,桃園市
林欽明,桃園市
翁麗吟,臺東縣
陳奇勲,臺中市
洪麗華,臺中市
李順涼,臺中市
林孟令,臺中市
林國佑,臺中市
吳沛憶,臺北市
賴怡均,臺中市
周永鴻,臺中市
魏筠,桃園市
游良福,桃園市
江志強,基隆市
許皓甯,臺中市
何語蓉,臺中市
陳文政,臺中市
江秉彝,臺中市
張彥彤,臺中市
陳駿霖,臺中市
李國禎,臺中市
林學冠,臺中市
蔡耀頡,臺中市
黃文生,臺中市
蔡春美,臺中市
林德宇,臺中市
王綉滿,臺中市
林益陸,臺中市
林德旺,臺南市
李宗翰,臺南市
陳雅慧,臺南市
陳昆和,臺南市
陳俊安,臺南市
王開玹,臺南市
蔡祐昌,臺南市
黃俊勝,臺南市
蔡旻峰,臺南市
陳雙全,澎湖縣
陳世霖,臺南市
李鎮國,臺南市
陳宗明,臺南市
林易瑩,臺南市
馬杰睿,臺南市
戴銘正,臺南市
沈震東,臺南市
陳志峰,臺南市
林士傑,臺南市
李啟維,臺南市
林志文,臺南市
陳嘉伶,臺南市
陳冠娟,臺南市
周麗津,臺南市
郭鴻儀,臺南市
翁語含,臺南市
鄭佳欣,臺南市
江國銘,臺南市
黃明太,高雄市
李亞築,高雄市
黃文成,花蓮縣
宋立彬,高雄市
李雅芬,高雄市
李雅慧,高雄市
張馨尹,高雄市
盧翊淮,高雄市
謝天助,高雄市
沈玉玲,高雄市
陳善慧,高雄市
梁蓓禎,高雄市
林子盟,高雄市
江瑞鴻,高雄市
陳德木,新竹縣
江敏榕,高雄市
鄭孟洳,高雄市
陳柏惟,高雄市
陳銘瑞,高雄市
蔡鴻瑋,高雄市
黃文益,高雄市
林智鴻,高雄市
蘇炎城,高雄市
鍾易仲,高雄市
黃捷,高雄市
洪毓彬,高雄市
朱挺玗,高雄市
楊政城,高雄市
王貴雄,高雄市
陳幸富,高雄市
賴文德,高雄市
陳榮昌,新竹縣
范綱淼,新竹縣
陳信溢,新竹縣
林祺軒,新竹縣
葉芬英,新竹縣
吳旭智,新竹縣
王誠緯,新竹縣
劉炎添,新竹縣
林禹佑,新竹縣
林燕聰,新竹縣
葉時優,新竹縣
羅仕琦,新竹縣
吳發仁,新竹縣
嚴永秋,新竹縣
陳新源,新竹縣
張碧冬,新竹縣
羅聰賢,新竹縣
陳英樓,新竹縣
劉展原,新竹縣
鄭昱芸,新竹縣
楊昌德,新竹縣
呂幸潤,新竹縣
范振港,新竹縣
鄭朝日,新竹縣
鍾金霖,新竹縣
江紹義,新竹縣
范文鴻,新竹縣
張昌章,桃園市
李漢強,新竹縣
劉建民,新竹縣
柔夏•布待,新竹縣
胡忠勇,苗栗縣
謝財旺,臺南市
謝庚霖,苗栗縣
吳昌運,苗栗縣
孟文源,苗栗縣
張顧礫,苗栗縣
張可欣,苗栗縣
鄭宗國,苗栗縣
李忠曆,嘉義市
徐永煌,苗栗縣
宋國鼎,苗栗縣
陳慧萍,苗栗縣
林昭賢,桃園市
張淑芬,苗栗縣
曾正生,苗栗縣
張愛炫,苗栗縣
黎煥強,苗栗縣
許綉春,苗栗縣
温宜靜,苗栗縣
鄭聚然,苗栗縣
鍾道明,苗栗縣
徐功凡,苗栗縣
陳幸枝,嘉義市
葉元之,新北市
楊文昌,苗栗縣
朱仲一,苗栗縣
謝建宇,苗栗縣
莊陞漢,彰化縣
陳清峰,彰化縣
張瀚天,彰化縣
洪柏葳,彰化縣
許原龍,彰化縣
楊富鈞,彰化縣
陳銌銌,彰化縣
吳韋達,彰化縣
李成濟,彰化縣
林茂明,彰化縣
温芝樺,彰化縣
葉繼元,彰化縣
郭燕陵,彰化縣
郭坤昌,彰化縣
張裴堉,臺東縣
楊妙月,彰化縣
李國安,桃園市
陳傳祥,桃園市
蘇慶良,嘉義市
江宗穎,嘉義市
林宗翰,彰化縣
廖天隆,嘉義市
蕭進惠,嘉義市
黃大祐,嘉義市
黃金堂,彰化縣
江吉存,彰化縣
江武飛,彰化縣
張素芬,彰化縣
許晋揚,彰化縣
陳貽斌,連江縣
張春洋,彰化縣
洪本成,彰化縣
張國閔,彰化縣
洪騰明,彰化縣
張國棟,彰化縣
沈佩玲,桃園市
孫貫志,嘉義市
葉冠宜,嘉義市
許朝童,桃園市
洪巧娟,南投縣
蔡銘軒,南投縣
張永輝,南投縣
王秋淑,南投縣
蔡易呈,南投縣
陳玉鈴,南投縣
何勝豐,南投縣
陳宜君,南投縣
葉仁創,南投縣
黃世芳,南投縣
楊淑芬,南投縣
王榮儀,南投縣
全文才,南投縣
古拉斯˙達那哈,南投縣
普乎克.畢夫,南投縣
江宗保,雲林縣
李政達,雲林縣
林武文,雲林縣
鐘泰荃,雲林縣
黃高明,雲林縣
黃忠興,雲林縣
顏忠義,雲林縣
陳毅弘,雲林縣
林文彬,雲林縣
蔡明水,雲林縣
王鐵道,雲林縣
廖文彬,雲林縣
廖錦珠,雲林縣
鍾政翰,雲林縣
徐同治,桃園市
戴兆華,桃園市
吳蕙蘭,雲林縣
丁春樹,雲林縣
翁水上,雲林縣
黃文祥,雲林縣
林昀蔚,雲林縣
蕭惠娟,雲林縣
黃榮俊,嘉義縣
賴瓊如,嘉義縣
林淑完,嘉義縣
陳福成,嘉義縣
劉雅文,嘉義縣
劉宏文,嘉義縣
陳崇榮,嘉義縣
黃鉦凱,嘉義縣
陳晉豪,嘉義縣
呂文正,嘉義縣
蔡信典,嘉義縣
陳柏麟,嘉義縣
王焜玄,嘉義縣
王清美,嘉義縣
邱銀海,嘉義縣
蔣月惠,屏東縣
陳哲蕙,屏東縣
黃明賢,屏東縣
鄭清原,屏東縣
許玉秀,屏東縣
黃建溢,屏東縣
洪明江,屏東縣
郭再添,屏東縣
鄭張常敏,屏東縣
羅平道,屏東縣
何麗莉,屏東縣
林韻濱,屏東縣
盧玟欣,屏東縣
曾瓊慧,屏東縣
周志仲,屏東縣
王薇茗,屏東縣
潘世杰,屏東縣
許阿桃,屏東縣
江金妹,屏東縣
潘正義,屏東縣
周陳文彬,屏東縣
陳秋香,屏東縣
賴天賜,屏東縣
宋克強,屏東縣
林麗,宜蘭縣
徐坤炎,宜蘭縣
黃福生,宜蘭縣
林正芳,宜蘭縣
史國章,宜蘭縣
游國良,宜蘭縣
林瑞文,宜蘭縣
游萬坊,宜蘭縣
謝家倫,宜蘭縣
陳啟生,宜蘭縣
蔡金惠,宜蘭縣
林義剛,宜蘭縣
沈信雄,宜蘭縣
許美素,宜蘭縣
楊弘旻,宜蘭縣
江承洲,桃園市
林佑洵,桃園市
林偕文,桃園市
簡志偉,桃園市
林秋霖,桃園市
陳榮基,桃園市
施志昌,臺中市
楊啓邦,臺中市
陳献宗,臺中市
吳宜昌,臺中市
張家銨,臺中市
劉厚承,臺中市
吳明樺,宜蘭縣
游宜恆,宜蘭縣
劉劍鋒,臺中市
陳玉萍,宜蘭縣
蔣政要,臺中市
林義偉,臺中市
徐瑄灃,臺中市
童葦翎,臺中市
林祈烽,臺中市
簡嘉佑,臺中市
魏佩瑩,臺中市
阮啓平,臺中市
吳佩芸,臺中市
簡孟軒,臺中市
楊欣怡,臺中市
苗豐隆,臺中市
黃健豪,臺中市
許維智,臺中市
陳錡湋,臺中市
陳習珍,臺中市
蕭小芳,臺中市
姜賢晟,臺中市
游金隆,臺中市
黃守達,臺中市
柯貞竹,臺中市
吳光中,臺中市
王仙蓮,桃園市
賴曉亭,臺中市
李婉如,臺中市
刁予弘,臺中市
廖國銘,臺中市
羅廷瑋,臺中市
王浩宇,桃園市
陳東林,臺中市
薛安琪,臺中市
楊偉浚,臺中市
吳春芳,桃園市
賴裕銘,臺中市
江愛珍,臺中市
黃永光,臺中市
蔣正仁,臺中市
邱孟玲,臺中市
柯靜志,臺中市
蔡四結,臺南市
沈家鳳,臺南市
李宗智,臺南市
蘇鈺雯,臺南市
王平川,臺南市
陳秋宏,臺南市
林正峰,桃園市
陳福慶,臺南市
周奕齊,臺南市
陳碧玉,臺南市
李偉智,臺南市
王清崎,臺南市
王姬方,臺南市
張家睿,臺南市
高忠義,臺南市
林緯,臺南市
林志強,桃園市
楊淑媛,臺南市
林信全,臺南市
張富森,臺南市
鄭瑋玨,臺南市
邱志成,桃園市
王泰富,臺南市
楊隆郡,臺南市
蔡筱薇,臺南市
黃榮裕,臺南市
李宗霖,臺南市
曾信凱,臺南市
陳進男,臺南市
許又仁,臺南市
穎艾達利IngayTali,臺南市
簡德輝,臺南市
朱信強,高雄市
張桂綿,桃園市
高淑慧,高雄市
陸錦生,高雄市
鄭東元,高雄市
李柏融,高雄市
黃秋媖,高雄市
李有財,高雄市
黃文志,高雄市
柳淑芳,高雄市
李欣翰,高雄市
孫健萍,高雄市
陳清茂,高雄市
李俊德,高雄市
楊玉仙,高雄市
何堅心,高雄市
麥郁馨,高雄市
周佳錚,高雄市
蔡宜芳,高雄市
洪正,高雄市
鄭如君,高雄市
陳秀玲,桃園市
王福全,高雄市
林恭正,高雄市
林于凱,高雄市
陳瑛,桃園市
陳萬得,桃園市
陳睿生,桃園市
劉世賢,高雄市
鄭安秝,高雄市
羅章福,高雄市
施凱元,高雄市
彭俊豪,桃園市
張為盛,高雄市
李雨蓁,高雄市
游植琪,高雄市
許乃文,高雄市
梁甲居,高雄市
游吾和,桃園市
蘇仁和,基隆市
于仙玲,高雄市
余聖明,高雄市
邱于軒,高雄市
徐佳瑩,高雄市
詹金福,高雄市
黃敬平,桃園市
李惠民,高雄市
尤嘉聖 Umin· Peydang,高雄市
王炳漢,新竹縣
余政達,新竹縣
張珈源,新竹縣
高芸婷,新竹縣
林賢正,新竹縣
許育綸,新竹縣
林增堂,新竹縣
陳文得,新竹縣
范光禮,新竹縣
連郁婷,新竹縣
羅美文,新竹縣
何建樺,新竹縣
張燦堂,新竹縣
范振龍,新竹縣
張鎮榮,新竹縣
何智達,新竹縣
廖威森,桃園市
蔡錦堂,新竹縣
劉正強,新竹縣
詹廷有,新竹縣
張良印,新竹縣
黃豪杰,新竹縣
劉興藻,新竹縣
曾駿樺,新竹縣
黃秀龍,新竹縣
余筱菁,新竹縣
劉仁照,桃園市
范正霖,新竹縣
林秉君 Kaying.Kuying.Kalang,新竹縣
張益生,新竹縣
劉安祺,桃園市
達陸•翡述,新竹縣
張定國,新竹縣
余文忠,苗栗縣
徐筱菁,苗栗縣
江村貴,苗栗縣
古文明,苗栗縣
劉茂羣,桃園市
楊明燁,苗栗縣
劉熒隆,桃園市
黃芳椿,苗栗縣
歐炳辰,桃園市
蔡永芳,桃園市
林月鳳,苗栗縣
陳品安,苗栗縣
翁偉國,苗栗縣
張琦享,苗栗縣
魯明哲,桃園市
陳清鑫,苗栗縣
賴立竹,桃園市
劉順松,苗栗縣
張梅蘭,苗栗縣
張佳玲,苗栗縣
徐曼珣,苗栗縣
李震華,苗栗縣
廖秀紅,苗栗縣
潘子嵉,苗栗縣
曾玟學,苗栗縣
黃桂坤,苗栗縣
鍾福貴,苗栗縣
蘇家明,桃園市
徐維均,苗栗縣
楊政孝,苗栗縣
李寶銀,彰化縣
許友瀚,彰化縣
劉玲惠,彰化縣
黃明忠,彰化縣
黄建閎,彰化縣
黃俊源,彰化縣
許振烓,彰化縣
施嘉華,彰化縣
張欣倩,彰化縣
黃正盛,彰化縣
劉景滄,彰化縣
張源清,彰化縣
吳錦潭,彰化縣
莊燈堯,彰化縣
黃盛祿,彰化縣
吳淑娟,彰化縣
陳適當,彰化縣
蔡家豪,彰化縣
洪于仗,彰化縣
阿發瓦特．阿汶薄薄 Awhat ．Awenpokpok,彰化縣
唐顏華,彰化縣
洪明科,南投縣
張嘉哲,南投縣
游宏達,南投縣
江國彬,南投縣
洪浩原,南投縣
林威崴,南投縣
唐曉棻,南投縣
莊士傑,南投縣
莊惠惠,南投縣
李幸花,南投縣
陳國大,南投縣
李雲龍,南投縣
林本立,南投縣
黃東灝,南投縣
吳瑞芳,南投縣
何惠娟,南投縣
黃正男,南投縣
鄭自勤,雲林縣
陳亮良,雲林縣
廖郁賢,雲林縣
鍾明馨,雲林縣
張晉婷,新北市
陳俊傑,雲林縣
張庭綺,雲林縣
陳乙辰,雲林縣
黃美瑤,雲林縣
沈義隆,雲林縣
王鈺齊,雲林縣
蔣尹瑄,雲林縣
林富源,雲林縣
郭武男,雲林縣
梁銘忠,雲林縣
詹捷凱,雲林縣
廖偉晴,雲林縣
游淑雲,雲林縣
廖萬,雲林縣
許留賓,雲林縣
丁慶錡,雲林縣
蔡昌孟,雲林縣
林建鴻,雲林縣
陳文益,雲林縣
蕭慧敏,雲林縣
黃美蘭,雲林縣
王新堯,雲林縣
楊秀琴,嘉義縣
吳建霖,嘉義縣
黃榮杰,嘉義縣
黃芳蘭,嘉義縣
陳文忠,嘉義縣
郭芳宜,嘉義縣
趙麗娜,嘉義縣
許有疆,嘉義縣
陳信文,嘉義縣
陳志明,嘉義縣
蔡奇璋,嘉義縣
姜梅紅,嘉義縣
黃奕瑄,嘉義縣
李志榮,嘉義縣
翁侑君,嘉義縣
龔良榮,嘉義縣
凃文以,嘉義縣
林琨閔,嘉義縣
莊竣傑,嘉義縣
張貴忠,嘉義縣
石信忠,嘉義縣
武清山,嘉義縣
黃昌源,屏東縣
方一祥,屏東縣
鄭宇恩,新北市
陳揚,屏東縣
秦鴻明,屏東縣
劉振隆,屏東縣
潘采瑤,屏東縣
吳政育,屏東縣
鄭淑嫣,屏東縣
利八魁,屏東縣
鍾宏仁,新北市
梁正金,屏東縣
李明宗,屏東縣
寶杜．巴燕 Bawtu．Payen,新北市
林志鴻,宜蘭縣
李曜丞,屏東縣
方文正,屏東縣
劉孟君,屏東縣
周碧雲,屏東縣
李志偉,屏東縣
郭麗玲,屏東縣
潘簡春樹,屏東縣
潘坤福,屏東縣
高惠芬,屏東縣
卡拉依樣·郎阿錄,屏東縣
戴文柱 Utasang•Saljinga,屏東縣
呂義,屏東縣
徐梅英,屏東縣
李紀財 Mulaneng Paliuliu,屏東縣
張元鑫,屏東縣
孔朝 Qaljayub•Palaeculju,屏東縣
林采穎,屏東縣
陳英銘,屏東縣
詹德行,屏東縣
蔡天成,屏東縣
賴源均,屏東縣
杜仁勇,屏東縣
李美惠,屏東縣
呂健吉,宜蘭縣
林建地,宜蘭縣
李漢銘,宜蘭縣
康思源,宜蘭縣
孫博萮,宜蘭縣
賴良洲,宜蘭縣
劉秋展,宜蘭縣
李志文,宜蘭縣
林敏寬,宜蘭縣
王朝坤,臺中市
呂惠卿,宜蘭縣
黃義煌,宜蘭縣
潘郁儒,宜蘭縣
歐志銘,宜蘭縣
許俊仁,宜蘭縣
黃琤婷,宜蘭縣
簡松樹,宜蘭縣
謝燦輝,宜蘭縣
黃錫墉,宜蘭縣
吳淑貞,宜蘭縣
陳奕勲,宜蘭縣
俞慧君,花蓮縣
謝金城,花蓮縣
王進生,宜蘭縣
陳俊豪,宜蘭縣
葉鯤璟,花蓮縣
謝耀袓,宜蘭縣
楊華美,花蓮縣
林文松,花蓮縣
謝國榮,花蓮縣
傅國淵,花蓮縣
林源富,花蓮縣
魏嘉彥,花蓮縣
徐子芳,花蓮縣
張美慧,花蓮縣
郭應義,花蓮縣
吳東昇,花蓮縣
洪士閔,花蓮縣
鄭寶秀,花蓮縣
李正文,花蓮縣
錢自立,花蓮縣
邱光明,花蓮縣
游象蓁,花蓮縣
哈尼．噶照 Hani Kacaw,花蓮縣
黃馨,花蓮縣
王能昌,花蓮縣
沈君茹,花蓮縣
張懷文,花蓮縣
王文怡,臺東縣
李杰,臺東縣
莊建威,花蓮縣
林金樺,臺東縣
程正俊,臺東縣
陳棟樑,花蓮縣
潘月霞,花蓮縣
林秀信,臺東縣
林淑玲,臺東縣
黃玲蘭,花蓮縣
陳銘文,花蓮縣
蘇金勝,花蓮縣
周駿宥,花蓮縣
謝東穎,花蓮縣
胡莉亞,臺東縣
羅名材Halu．Lihang,花蓮縣
林聖富,花蓮縣
吳國民,花蓮縣
林正福,花蓮縣
曾志德,花蓮縣
賴國祥O•SENG•KATI,花蓮縣
林莉芳,花蓮縣
蔡依靜Lamen•Panay,花蓮縣
藍凱元,澎湖縣
萬榮財Lafi•Mayaw,花蓮縣
陳建忠,花蓮縣
劉陳昭玲,澎湖縣
林高捷,花蓮縣
高毓真,花蓮縣
魏長源,澎湖縣
簡智隆,花蓮縣
陳長明,花蓮縣
陳秋英,花蓮縣
伍興明,花蓮縣
高小成Qaisul•Tamapima,花蓮縣
蘇忠亮,花蓮縣
陳嘉章,臺東縣
林威志,臺東縣
楊霈璿,金門縣
歐陽儀雄,金門縣
姜駿傑,臺東縣
李彥辛,金門縣
陳苗生,金門縣
吳秀華,臺東縣
周達三,臺東縣
徐悛騰,臺東縣
劉秋美,臺東縣
陳銘風,臺東縣
黃治維,臺東縣
謝明珠,臺東縣
鄭銘顯,臺東縣
林忠志,臺東縣
張震宇,臺東縣
林献堯,臺東縣
陳志峰,臺東縣
林文隆,臺東縣
陳允萍,臺東縣
郭宗益,臺東縣
曹丞君,連江縣
許進榮,臺東縣
鄭惠文,臺東縣
黃瑞華,臺東縣
黃元良,基隆市
李數奼,臺東縣
林為德,臺東縣
方賢仁,臺東縣
陽昇宏,臺東縣
賴秀星,臺東縣
陳政宗,臺東縣
余文博,臺東縣
林昊宜,臺東縣
鄭崗山,臺東縣
尤忠正,臺東縣
吳仲民,臺東縣
楊清順^Cinsun Pawtawan,臺東縣
周菊英,臺東縣
高美珠,臺東縣
楊秋珍,臺東縣
嚴惠美^Simoy•Sapod,臺東縣
陳珊珊,臺東縣
伊藍•明基努安,臺東縣
邱正賢,臺東縣
古志成,臺東縣
張全馨嵐,臺東縣
章正輝^Lemaljiz•Kusaza,臺東縣
葉巴格力亞斯振宇,臺東縣
黃碧妹,臺東縣
黃天德,臺東縣
周秋進,臺東縣
董昌華,臺東縣
冼義哲,澎湖縣
陳慧娟,澎湖縣
蔡尚至,澎湖縣
戴朝琴,新竹市
張再興,澎湖縣
林瑞添,澎湖縣
許麗音,澎湖縣
蔡見利,澎湖縣
陳慧玲,澎湖縣
林孝怡,新竹市
胡松榮,澎湖縣
蘇陳綉色,澎湖縣
呂黃春金,澎湖縣
呂光宇,澎湖縣
顏嘉弘,澎湖縣
鄭美珠,澎湖縣
張志偉,新竹市
傅靜凡,澎湖縣
陳海山,澎湖縣
鄭雋孜,澎湖縣
許育愷,澎湖縣
成萬貫,澎湖縣
蔡清續,澎湖縣
陳進兩,澎湖縣
鄭宗銘,新竹市
陳振中,澎湖縣
吳凱旋,澎湖縣
宋國進,澎湖縣
陳定國,澎湖縣
李添進,澎湖縣
林玄立,澎湖縣
陳佩真,澎湖縣
鐘順祥,澎湖縣
陳慶齡,新竹市
蔡國欽,澎湖縣
張仁和,澎湖縣
夏晨榮,澎湖縣
郭金堡,金門縣
石永城,金門縣
李養生,金門縣
翁文奧,金門縣
許建中,金門縣
徐銀磯,金門縣
董森堡,金門縣
蔡建偉,金門縣
楊松發,金門縣
黃思婷,嘉義市
莊旭英,金門縣
翁銘駿,金門縣
吳金鏷,金門縣
蔡春生,金門縣
李志鴻,金門縣
周子傑,金門縣
王秀玉,金門縣
